"X","BC07_tumor","BC07","BC08_tumor","BC08","BC09_tumor","BC09","BC10_tumor","BC10","GENENAME"
"Znrf2",551,735,810,358,830,733,360,647,"zinc and ring finger 2"
"Nod1",216,57,578,109,191,51,140,67,"nucleotide-binding oligomerization domain containing 1"
"Ggct",158,177,114,101,109,184,49,118,"gamma-glutamyl cyclotransferase"
"Gars1",6658,7628,6372,5497,13241,8133,7252,8127,"glycyl-tRNA synthetase 1"
"Crhr2",0,0,0,0,0,0,0,3,"corticotropin releasing hormone receptor 2"
"Inmt",0,0,316,0,60,0,0,0,"indolethylamine N-methyltransferase"
"Mindy4",218,157,112,247,260,99,154,281,"MINDY lysine 48 deubiquitinase 4"
"Aqp1",2210,1522,264,458,101,54,112,440,"aquaporin 1"
"Ghrhr",0,0,0,1,0,0,0,0,"growth hormone releasing hormone receptor"
"Adcyap1r1",1,3,1741,18,378,12,159,75,"adenylate cyclase activating polypeptide 1 receptor 1"
"Neurod6",0,0,0,0,0,0,0,0,"neurogenic differentiation 6"
"Itprid1",0,0,3,0,0,0,0,0,"ITPR interacting domain containing 1"
"Ppp1r17",0,0,0,0,0,0,0,0,"protein phosphatase 1, regulatory subunit 17"
"Pde1c",9,1,9,21,21,0,0,1,"phosphodiesterase 1C"
"Lsm5",289,368,174,287,378,409,275,461,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
"Avl9",621,717,652,572,623,830,464,685,"AVL9 cell migration associated"
"Kbtbd2",852,917,815,837,1052,1294,882,1397,"kelch repeat and BTB (POZ) domain containing 2"
"Gm10209",9,0,2,3,5,5,2,2,"predicted gene 10209"
"Fkbp9",3892,4378,6530,6464,4994,3327,6793,6019,"FK506 binding protein 9"
"Nt5c3",613,618,341,675,664,648,432,693,"5'-nucleotidase, cytosolic III"
"Vmn1r4",2,1,0,0,0,7,4,7,"vomeronasal 1 receptor 4"
"Vmn1r5",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 5"
"Vmn1r6",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 6"
"Vmn1r7",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 7"
"Vmn1r8",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 8"
"Vmn1r9",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 9"
"Vmn1r10",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 10"
"Vmn1r11",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 11"
"Vmn1r12",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 12"
"Vmn1r13",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 13"
"Vmn1r14",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 14"
"Vmn1r15",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 15"
"Vmn1r16",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 16"
"Vmn1r17",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 17"
"Vmn1r18",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 18"
"Vmn1r19",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 19"
"Vmn1r20",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 20"
"Ppm1k",85,51,101,47,168,138,71,96,"protein phosphatase 1K (PP2C domain containing)"
"Herc6",321,85,151,85,217,180,182,125,"hect domain and RLD 6"
"Pyurf",202,170,207,246,227,131,208,203,"Pigy upstream reading frame"
"Lancl2",415,430,462,639,404,444,488,656,"LanC (bacterial lantibiotic synthetase component C)-like 2"
"Vopp1",341,226,1025,357,692,364,694,765,"vesicular, overexpressed in cancer, prosurvival protein 1"
"Vmn1r21",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 21"
"Vmn1r22",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 22"
"Vmn1r23",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 23"
"Vmn1r24",0,5,0,0,0,0,0,0,"vomeronasal 1 receptor 24"
"Vmn1r25",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 25"
"Vmn1r26",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 26"
"Vmn1r27",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 27"
"Vmn1r28",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 28"
"Vmn1r29",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 29"
"Vmn1r30",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 30"
"Vmn1r31",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 31"
"Abcg2",351,536,1375,767,827,706,763,819,"ATP binding cassette subfamily G member 2 (Junior blood group)"
"Herc3",171,218,277,228,256,306,347,323,"hect domain and RLD 3"
"Nap1l5",9,12,15,1,8,8,17,2,"nucleosome assembly protein 1-like 5"
"Fam13a",69,46,12,55,27,12,12,9,"family with sequence similarity 13, member A"
"Tigd2",277,251,268,274,448,315,332,449,"tigger transposable element derived 2"
"Gprin3",10,66,123,564,70,63,32,175,"GPRIN family member 3"
"Snca",0,0,5,0,18,2,9,4,"synuclein, alpha"
"Mmrn1",0,3,58,0,6,0,11,0,"multimerin 1"
"Ccser1",0,4,7,128,10,1,13,87,"coiled-coil serine rich 1"
"Grid2",0,0,2,1,4,2,1,0,"glutamate receptor, ionotropic, delta 2"
"Atoh1",0,0,0,0,0,0,0,0,"atonal bHLH transcription factor 1"
"Smarcad1",871,968,933,1244,908,1240,708,1268,"SNF2 related chromatin remodeling ATPase with DExD box 1"
"Hpgds",4,0,4,3,15,0,4,2,"hematopoietic prostaglandin D synthase"
"Qrfprl",0,1,0,1,1,0,0,0,"pyroglutamylated RFamide peptide receptor like"
"Tnip3",1,0,3,0,5,0,10,2,"TNFAIP3 interacting protein 3"
"Ndnf",141,60,36,172,58,26,27,41,"neuron-derived neurotrophic factor"
"Prdm5",244,253,200,338,351,258,217,299,"PR domain containing 5"
"4930544G11Rik",0,0,0,0,0,0,0,0,"RIKEN cDNA 4930544G11 gene"
"Mad2l1",1703,2008,1413,1682,1504,2160,1198,2213,"MAD2 mitotic arrest deficient-like 1"
"Vmn1r32",1,2,0,4,3,6,0,3,"vomeronasal 1 receptor 32"
"Vmn1r33",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 33"
"Vmn1r34",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 34"
"Vmn1r35",0,0,1,0,0,0,0,0,"vomeronasal 1 receptor 35"
"Vmn1r36",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 36"
"Vmn1r37",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 37"
"Vmn1r38",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 38"
"Vmn1r39",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 39"
"Gng12",2739,2970,8151,1621,6436,3715,4578,4520,"guanine nucleotide binding protein (G protein), gamma 12"
"Gadd45a",338,438,191,95,1105,115,280,162,"growth arrest and DNA-damage-inducible 45 alpha"
"Serbp1",12340,15790,9355,13164,14006,19080,11265,21863,"serpine1 mRNA binding protein 1"
"Il12rb2",69,85,48,70,66,95,42,129,"interleukin 12 receptor, beta 2"
"Il23r",0,1,1,1,0,0,0,0,"interleukin 23 receptor"
"Tacstd2",5,1,19,0,36,0,0,0,"tumor-associated calcium signal transducer 2"
"Rpia",406,520,285,410,442,412,342,583,"ribose 5-phosphate isomerase A"
"Eif2ak3",535,685,732,690,703,452,493,451,"eukaryotic translation initiation factor 2 alpha kinase 3"
"Spmip9",0,1,0,0,0,0,0,0,"sperm microtubule inner protein 9"
"Foxi3",0,6,0,0,0,0,0,0,"forkhead box I3"
"Rpl34-ps1",6314,5213,3379,4815,8009,5000,3877,4904,"ribosomal protein L34, pseudogene 1"
"Thnsl2",23,14,99,70,95,9,40,12,"threonine synthase-like 2 (bacterial)"
"Fabp1",0,0,0,0,0,0,0,0,"fatty acid binding protein 1, liver"
"Smyd1",6,3,10,0,3,2,1,0,"SET and MYND domain containing 1"
"Krcc1",587,538,820,659,829,426,617,738,"lysine-rich coiled-coil 1"
"Gm1070",1,0,2,1,2,4,3,5,"predicted gene 1070"
"Cd8b1",4,1,0,0,0,0,0,0,"CD8 subunit beta 1"
"Cd8a",13,0,0,0,0,0,0,0,"CD8 subunit alpha"
"Rmnd5a",2005,2386,875,2111,2775,1601,1193,1466,"required for meiotic nuclear division 5 homolog A"
"Rnf103",287,273,596,391,352,448,358,441,"ring finger protein 103"
"Chmp3",1305,1259,1554,1361,1403,1326,1232,1835,"charged multivesicular body protein 3"
"Kdm3a",1155,1487,715,1223,960,1023,1042,1358,"lysine (K)-specific demethylase 3A"
"Reep1",33,28,123,109,84,50,31,23,"receptor accessory protein 1"
"Mrpl35",536,588,550,590,727,852,525,757,"mitochondrial ribosomal protein L35"
"Immt",3587,4097,3034,3696,3824,5204,3045,5296,"inner membrane protein, mitochondrial"
"Ptcd3",1985,2912,1329,2244,2942,3620,1816,3228,"pentatricopeptide repeat domain 3"
"Polr1a",3227,3729,2098,2984,2623,5088,2457,4989,"polymerase (RNA) I polypeptide A"
"St3gal5",1233,1400,586,894,403,314,163,215,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"Atoh8",311,689,959,1336,128,822,152,1400,"atonal bHLH transcription factor 8"
"Sftpb",0,2,0,1,0,0,0,0,"surfactant associated protein B"
"Usp39",1494,1723,1541,1334,2134,2667,1663,2734,"ubiquitin specific peptidase 39"
"0610030E20Rik",478,450,312,519,597,345,282,410,"RIKEN cDNA 0610030E20 gene"
"Tmem150a",112,93,470,188,241,183,223,157,"transmembrane protein 150A"
"Rnf181",930,961,1236,937,1113,936,944,992,"ring finger protein 181"
"Vamp5",185,137,299,77,76,9,43,56,"vesicle-associated membrane protein 5"
"Vamp8",516,391,588,355,380,373,417,391,"vesicle-associated membrane protein 8"
"Ggcx",403,411,841,636,634,542,625,477,"gamma-glutamyl carboxylase"
"Mat2a",4656,5003,3898,5776,3635,6815,3712,6703,"methionine adenosyltransferase 2A"
"Sh2d6",5,1,15,4,52,2,44,9,"SH2 domain containing 6"
"Capg",665,868,1825,926,909,546,1462,1524,"capping actin protein, gelsolin like"
"Elmod3",218,198,160,295,274,222,168,207,"ELMO/CED-12 domain containing 3"
"Retsat",487,439,444,728,861,659,526,1003,"retinol saturase (all trans retinol 13,14 reductase)"
"Tgoln1",2214,2530,3671,2033,2809,3053,2370,2444,"trans-golgi network protein"
"Tcf7l1",885,1240,589,1550,615,235,545,430,"transcription factor 7 like 1 (T cell specific, HMG box)"
"Kcmf1",1698,1737,1663,1060,2009,1931,1729,3154,"potassium channel modulatory factor 1"
"Tmsb10",5693,6173,7799,3107,5884,6129,8468,6934,"thymosin beta 10"
"Dnah6",3,12,4,2,2,5,5,14,"dynein, axonemal, heavy chain 6"
"Suclg1",1887,1997,1170,1480,1855,1874,1185,1707,"succinate-CoA ligase, GDP-forming, alpha subunit"
"Gm40378",49,109,109,253,16,6,17,60,"predicted gene, 40378"
"Jkampl",0,0,0,0,0,0,0,0,"JNK1/MAPK8 associated membrane protein like"
"Gm44126",36,47,38,40,44,29,24,52,"predicted gene, 44126"
"Ctnna2",0,0,4,2,12,3,0,0,"catenin alpha 2"
"Lrrtm1",0,2,1,4,0,0,0,0,"leucine rich repeat transmembrane neuronal 1"
"Gm5576",14,20,16,23,10,10,16,28,"predicted pseudogene 5576"
"Reg3b",0,0,0,0,0,0,0,0,"regenerating islet-derived 3 beta"
"Reg3d",0,0,0,0,0,0,0,0,"regenerating islet-derived 3 delta"
"Reg3a",0,0,0,0,0,0,0,0,"regenerating islet-derived 3 alpha"
"Reg2",0,0,0,0,0,0,0,0,"regenerating islet-derived 2"
"Reg1",0,0,0,0,0,0,0,0,"regenerating islet-derived 1"
"Reg3g",0,1,0,0,0,0,0,0,"regenerating islet-derived 3 gamma"
"Mtrnr2l7",3,0,0,0,0,0,0,0,"mt-Rnr2 like 7"
"Lrrtm4",0,4,6,1,0,0,0,0,"leucine rich repeat transmembrane neuronal 4"
"Gcfc2",207,196,194,236,232,276,157,318,"GC-rich sequence DNA binding factor 2"
"Mrpl19",722,865,521,611,827,994,521,903,"mitochondrial ribosomal protein L19"
"Eva1a",787,436,139,10,390,223,56,76,"eva-1 homolog A, regulator of programmed cell death"
"Tacr1",1,0,19,6,2,0,0,0,"tachykinin receptor 1"
"Pole4",890,758,1148,770,863,1548,841,1239,"polymerase (DNA-directed), epsilon 4 (p12 subunit)"
"Hk2",2957,4809,3086,996,1965,2655,1830,2015,"hexokinase 2"
"Sema4f",10,11,25,159,52,11,7,0,"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"M1ap",7,6,7,1,2,3,12,3,"meiosis 1 associated protein"
"Dok1",155,136,664,261,419,224,566,763,"docking protein 1"
"Loxl3",66,33,1511,332,438,85,818,663,"lysyl oxidase-like 3"
"Htra2",1195,1161,1140,1023,1525,1823,1223,2011,"HtrA serine peptidase 2"
"Aup1",1653,1488,1558,1558,2364,2249,1443,2208,"ancient ubiquitous protein 1"
"Dqx1",19,35,8,15,28,33,17,27,"DEAQ RNA-dependent ATPase"
"Tlx2",0,2,0,0,0,0,0,0,"T cell leukemia, homeobox 2"
"Pcgf1",201,127,126,163,217,118,141,158,"polycomb group ring finger 1"
"Lbx2",2,0,0,0,0,10,1,1,"ladybird homeobox 2"
"Ccdc142",96,83,63,124,133,63,79,132,"coiled-coil domain containing 142"
"Mrpl53",722,536,444,547,668,726,428,582,"mitochondrial ribosomal protein L53"
"Mogs",2849,3009,1435,1794,3204,2773,1360,1838,"mannosyl-oligosaccharide glucosidase"
"Wbp1",415,391,498,795,598,299,544,500,"WW domain binding protein 1"
"Ino80b",460,400,330,422,468,383,304,401,"INO80 complex subunit B"
"Rtkn",398,369,245,596,535,178,214,255,"rhotekin"
"Wdr54",49,34,46,87,99,30,64,56,"WD repeat domain 54"
"1700003E16Rik",13,11,9,31,23,10,13,8,"RIKEN cDNA 1700003E16 gene"
"Dctn1",2816,3107,3735,3932,3423,3473,2844,3939,"dynactin 1"
"Slc4a5",4,12,2,6,14,7,5,3,"solute carrier family 4, sodium bicarbonate cotransporter, member 5"
"Mthfd2",2519,3538,2193,1609,4866,3380,2607,3556,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase"
"Mob1a",2981,3507,4297,3431,4420,4168,3767,5377,"MOB kinase activator 1A"
"Bola3",372,382,419,402,463,505,326,415,"bolA family member 3"
"Tet3",1790,2341,988,1745,1707,1339,1161,1657,"tet methylcytosine dioxygenase 3"
"Dguok",203,187,174,273,291,145,194,242,"deoxyguanosine kinase"
"Actg2",2384,784,20180,529,1886,10,6647,756,"actin, gamma 2, smooth muscle, enteric"
"Stambp",311,270,475,250,340,200,293,326,"STAM binding protein"
"Clec4f",0,0,0,0,0,0,0,0,"C-type lectin domain family 4, member f"
"Cd207",0,0,0,0,0,0,0,0,"CD207 antigen"
"Vax2",3,16,5,3,0,0,6,0,"ventral anterior homeobox 2"
"Atp6v1b1",22,3,0,0,0,0,0,1,"ATPase, H+ transporting, lysosomal V1 subunit B1"
"Ankrd53",6,3,0,7,2,4,3,7,"ankyrin repeat domain 53"
"Tex261",1563,1600,2190,2073,1893,2324,1612,2257,"testis expressed gene 261"
"Nagk",165,120,842,301,352,164,495,343,"N-acetylglucosamine kinase"
"Paip2b",1418,1357,799,1362,1444,927,955,1590,"poly(A) binding protein interacting protein 2B"
"Zfp638",1973,2335,1710,2713,1953,2117,1467,2604,"zinc finger protein 638"
"Dysf",303,288,2501,1770,305,50,883,350,"dysferlin"
"Cyp26b1",1133,379,1108,1251,290,99,27,28,"cytochrome P450, family 26, subfamily b, polypeptide 1"
"Exoc6b",422,551,846,593,649,640,729,721,"exocyst complex component 6B"
"Spr",662,588,1114,746,582,988,803,1045,"sepiapterin reductase"
"Emx1",0,5,0,0,0,0,0,0,"empty spiracles homeobox 1"
"Sfxn5",76,57,88,79,164,86,191,165,"sideroflexin 5"
"Rab11fip5",173,49,1032,198,499,219,708,676,"RAB11 family interacting protein 5 (class I)"
"Noto",0,2,0,0,0,0,0,0,"notochord homeobox"
"Smyd5",1188,1462,1212,1204,1436,1852,1224,1841,"SET and MYND domain containing 5"
"Pradc1",208,209,228,304,239,289,166,286,"protease-associated domain containing 1"
"Cct7",7964,8971,7597,8648,9264,14406,8904,14106,"chaperonin containing TCP1 subunit 7"
"Fbxo41",0,2,5,8,8,0,5,2,"F-box protein 41"
"Egr4",0,4,12,7,0,2,0,1,"early growth response 4"
"Alms1",463,480,417,751,551,507,578,973,"ALMS1, centrosome and basal body associated"
"Nat8f7",0,0,5,4,5,0,14,1,"N-acetyltransferase 8 (GCN5-related) family member 7"
"Nat8f3",3,0,7,7,2,0,18,3,"N-acetyltransferase 8 (GCN5-related) family member 3"
"Nat8f6",1,0,4,3,0,0,9,0,"N-acetyltransferase 8 (GCN5-related) family member 6"
"Nat8f5",0,0,0,1,0,0,2,0,"N-acetyltransferase 8 (GCN5-related) family member 5"
"Nat8",2,0,1,10,3,0,0,0,"N-acetyltransferase 8 (GCN5-related)"
"Ptges3-ps",769,954,604,619,962,1087,728,1268,"prostaglandin E synthase 3, pseudogene"
"Nat8f2",3,2,2,0,2,0,0,3,"N-acetyltransferase 8 (GCN5-related) family member 2"
"Nat8f4",35,38,9,28,59,25,17,21,"N-acetyltransferase 8 (GCN5-related) family member 4"
"Nat8f1",36,29,15,36,39,10,20,22,"N-acetyltransferase 8 (GCN5-related) family member 1"
"Tprkb",861,870,662,1098,1348,1216,744,1297,"Tp53rk binding protein"
"Dusp11",2389,2792,1879,3028,3299,2607,1994,2929,"dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)"
"Figla",0,0,0,0,0,0,0,0,"folliculogenesis specific basic helix-loop-helix"
"Add2",0,0,34,1,22,22,15,18,"adducin 2"
"Tgfa",70,68,89,24,64,66,1,10,"transforming growth factor alpha"
"Fam136a",868,1188,704,931,1587,1345,912,1206,"family with sequence similarity 136, member A"
"Snrpg",1280,1531,836,1337,1488,1716,1177,2170,"small nuclear ribonucleoprotein polypeptide G"
"Pcyox1",1339,1594,3182,1720,3013,2332,3292,2671,"prenylcysteine oxidase 1"
"Tia1",1297,1381,878,1633,1527,1092,998,1306,"cytotoxic granule-associated RNA binding protein 1"
"C87436",454,345,283,412,402,356,230,467,"expressed sequence C87436"
"Pcbp1",8555,9958,7090,9309,10208,10524,7353,11333,"poly(rC) binding protein 1"
"Asprv1",14,4,0,0,6,3,0,0,"aspartic peptidase, retroviral-like 1"
"Mxd1",315,226,152,205,181,153,110,136,"MAX dimerization protein 1"
"Snrnp27",600,559,468,650,952,666,550,712,"small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"Gmcl1",490,690,580,933,700,585,621,880,"germ cell-less, spermatogenesis associated 1"
"Anxa4",1232,945,1682,1233,1327,1295,1420,1708,"annexin A4"
"Aak1",1631,1989,2334,2068,2420,2044,2034,2487,"AP2 associated kinase 1"
"Nfu1",476,406,584,714,595,435,463,646,"NFU1 iron-sulfur cluster scaffold"
"Gfpt1",1759,2261,2206,2612,1991,1628,2140,2243,"glutamine fructose-6-phosphate transaminase 1"
"Antxr1",2025,2108,2580,1836,1423,535,3234,2200,"anthrax toxin receptor 1"
"Gkn1",0,0,0,0,0,0,0,0,"gastrokine 1"
"Gkn2",0,0,0,0,0,0,0,0,"gastrokine 2"
"Gkn3",0,0,0,0,0,0,0,0,"gastrokine 3"
"Bmp10",2,0,0,0,0,0,0,0,"bone morphogenetic protein 10"
"Arhgap25",43,3,21,0,7,1,11,0,"Rho GTPase activating protein 25"
"Prokr1",24,30,29,144,109,77,46,69,"prokineticin receptor 1"
"Aplf",185,217,185,300,282,222,178,224,"aprataxin and PNKP like factor"
"Cfap92",9,2,2,0,1,4,0,2,"cilia and flagella associated protein 92"
"Efcc1",21,5,7,0,12,0,2,0,"EF hand and coiled-coil domain containing 1"
"Gp9",0,0,0,0,0,2,0,1,"glycoprotein 9 platelet"
"Rab43",349,219,780,311,739,535,582,606,"RAB43, member RAS oncogene family"
"Isy1",1322,1337,832,1250,1503,1987,1025,1950,"ISY1 splicing factor homolog"
"Cnbp",11023,12526,6982,9332,12962,13532,8477,13942,"cellular nucleic acid binding protein"
"Copg1",4262,4696,5783,6012,4943,5321,5781,6039,"coatomer protein complex, subunit gamma 1"
"Hmces",552,411,426,577,761,841,499,657,"5-hydroxymethylcytosine (hmC) binding, ES cell specific"
"H1f10",903,1050,474,1998,612,434,700,1130,"H1.10 linker histone"
"Rab7",3877,3910,6084,3497,4625,4921,4454,6186,"RAB7, member RAS oncogene family"
"Rpn1",5178,5506,5588,5792,7317,6472,6709,7557,"ribophorin I"
"Gata2",342,565,1308,151,373,683,721,1156,"GATA binding protein 2"
"Dnajb8",0,0,0,0,0,0,0,0,"DnaJ heat shock protein family (Hsp40) member B8"
"Gm57776",0,0,0,2,2,0,2,0,"predicted gene, 57776"
"Eefsec",362,460,327,431,637,481,318,476,"eukaryotic elongation factor, selenocysteine-tRNA-specific"
"Ruvbl1",2781,3028,1396,2445,2548,3284,2169,4085,"RuvB-like AAA ATPase 1"
"Gm46965",43,28,14,16,28,29,27,38,"predicted gene, 46965"
"Sec61a1",6578,6973,8844,7614,7950,8116,8035,8629,"SEC61 translocon subunit alpha 1"
"Kbtbd12",0,0,9,0,1,0,5,1,"kelch repeat and BTB (POZ) domain containing 12"
"Mgll",293,270,2389,58,350,24,232,83,"monoglyceride lipase"
"Abtb1",1078,655,113,253,280,147,150,121,"ankyrin repeat and BTB domain containing 1"
"Podxl2",739,721,97,409,180,33,115,73,"podocalyxin-like 2"
"Mcm2",4654,5424,2417,3525,3536,5171,3068,6395,"minichromosome maintenance complex component 2"
"Tpra1",468,446,353,527,564,346,281,468,"transmembrane protein, adipocyte asscociated 1"
"Plxna1",5468,6163,5900,2500,2844,2590,3384,5444,"plexin A1"
"Chchd6",374,346,185,394,396,368,201,401,"coiled-coil-helix-coiled-coil-helix domain containing 6"
"Txnrd3",312,360,202,306,295,418,282,594,"thioredoxin reductase 3"
"Vmn1r40",0,0,0,0,0,0,4,3,"vomeronasal 1 receptor 40"
"Vmn1r41",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 41"
"Vmn1r42",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 42"
"Vmn1r43",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 43"
"Vmn1r44",1,0,2,0,0,0,1,7,"vomeronasal 1 receptor 44"
"Vmn1r45",0,0,1,0,0,0,1,0,"vomeronasal 1 receptor 45"
"Vmn1r46",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 46"
"Vmn1r47",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 47"
"Vmn1r48",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 48"
"Vmn1r49",0,0,0,0,0,0,0,0,"vomeronasal 1, receptor 49"
"Vmn1r50",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 50"
"Vmn1r51",2,0,16,0,0,0,6,11,"vomeronasal 1 receptor 51"
"Vmn1r52",0,0,0,1,0,0,1,0,"vomeronasal 1 receptor 52"
"V1ra8",0,0,0,0,0,0,0,1,"vomeronasal 1 receptor, A8"
"Vmn1r53",4,1,32,5,5,0,34,86,"vomeronasal 1 receptor 53"
"Vmn1r54",0,0,0,0,0,0,0,0,"vomeronasal 1 receptor 54"
"BC048671",3,0,0,0,2,0,0,0,"cDNA sequence BC048671"
"Chst13",91,40,40,4,15,0,27,3,"carbohydrate sulfotransferase 13"
"Uroc1",2,4,24,4,19,7,3,4,"urocanase domain containing 1"
"Zxdc",368,422,575,431,606,810,390,538,"ZXD family zinc finger C"
"Cfap100",13,12,56,5,29,6,23,4,"cilia and flagella associated protein 100"
"Klf15",235,128,115,133,540,123,101,54,"Kruppel-like transcription factor 15"
"Aldh1l1",44,8,129,8,157,1,191,77,"aldehyde dehydrogenase 1 family, member L1"
"Slc41a3",41,24,206,78,93,26,91,87,"solute carrier family 41, member 3"
"Iqsec1",1954,2090,1834,1054,895,575,997,1243,"IQ motif and Sec7 domain 1"
"Nup210",794,803,160,99,1605,798,55,151,"nucleoporin 210"
"Hdac11",66,57,54,113,230,42,74,28,"histone deacetylase 11"
"Fbln2",6137,4080,37592,3195,15273,4542,22715,6287,"fibulin 2"
"Wnt7a",3,0,19,0,31,7,0,0,"wingless-type MMTV integration site family, member 7A"
"Chchd4",915,1065,582,634,922,1169,530,987,"coiled-coil-helix-coiled-coil-helix domain containing 4"
"Tmem43",768,785,2582,1184,1129,1351,1493,1658,"transmembrane protein 43"
"Xpc",323,302,260,478,511,353,261,363,"xeroderma pigmentosum, complementation group C"
"Lsm3",977,1097,633,1022,786,1008,682,1231,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
"Slc6a6",11908,16476,7817,21769,4082,8482,5273,11379,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
"Grip2",4,4,0,4,0,1,1,0,"glutamate receptor interacting protein 2"
"Ccdc174",367,347,234,296,374,299,280,390,"coiled-coil domain containing 174"
"4930590J08Rik",15,14,3,10,3,12,5,9,"RIKEN cDNA 4930590J08 gene"
"Fgd5",26,5,203,2,48,0,14,1,"FYVE, RhoGEF and PH domain containing 5"
"Nr2c2",488,713,519,718,660,661,490,777,"nuclear receptor subfamily 2, group C, member 2"
"Mrps25",560,671,470,596,616,821,475,756,"mitochondrial ribosomal protein S25"
"Rbsn",792,913,856,1119,1353,1093,911,1187,"rabenosyn, RAB effector"
"Trh",0,2,0,0,4,2,0,0,"thyrotropin releasing hormone"
"Gm44803",0,0,0,0,0,0,0,0,"predicted gene 44803"
"Prickle2",279,119,327,42,181,65,175,108,"prickle planar cell polarity protein 2"
"Adamts9",537,470,1229,447,198,34,564,343,"ADAM metallopeptidase with thrombospondin type 1 motif 9"
"Magi1",568,670,346,439,477,429,289,293,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
"Slc25a26",335,288,110,148,239,251,151,175,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26"
"Lrig1",1145,612,1150,407,2902,2403,1867,1393,"leucine-rich repeats and immunoglobulin-like domains 1"
"Kbtbd8",177,235,64,123,99,198,59,139,"kelch repeat and BTB (POZ) domain containing 8"
