X,BC07,BC08,BC09,BC10,GENENAME
Elapor2,15,64,18,15,endosome-lysosome associated apoptosis and autophagy regulator family member 2
Grm3,0,2,0,1,"glutamate receptor, metabotropic 3"
Speer1e,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 1E
Speer1d,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 1D
Speer1a,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 1A
Speer1h,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 1H
Speer1m,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 1M
Sema3d,100,1887,36,633,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"
Sema3a,59,133,1426,1611,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"
Gm6647,0,0,0,0,predicted gene 6647
Speer3,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 3
Gm6650,0,1,0,3,predicted gene 6650
Sema3e,88,145,646,120,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"
Pclo,0,3,0,0,piccolo (presynaptic cytomatrix protein)
Gm9758,2,0,0,0,predicted gene 9758
Speer4e1,0,1,0,1,spermatogenesis associated glutamate (E)-rich protein 4E1
Speer4e2,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 4E2
Gm17019,0,1,0,0,predicted gene 17019
Gm21149,1,3,0,1,"predicted gene, 21149"
Gm21190,7,2,0,1,"predicted gene, 21190"
Gm21083,2,3,0,1,"predicted gene, 21083"
Speer4d,0,2,0,1,spermatogenesis associated glutamate (E)-rich protein 4D
Speer4c1,43,4,0,0,spermatogenesis associated glutamate (E)-rich protein 4C1
Cacna2d1,736,1349,366,1011,"calcium channel, voltage-dependent, alpha2/delta subunit 1"
Hgf,12,70,11,355,hepatocyte growth factor
Cdhr17,0,0,0,21,cadherin related family member 17
Speer4f2,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 4f2
Speer4f1,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 4F1
Sema3c,247,214,100,485,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"
Cd36,0,0,4,7,CD36 molecule
Gnat3,0,0,0,0,G protein subunit alpha transducin 3
Gnai1,212,854,179,707,G protein subunit alpha i1
Magi2,18,58,13,31,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
Phtf2,831,700,749,692,putative homeodomain transcription factor 2
Gm52806,26,14,13,11,"predicted gene, 52806"
Tmem60,126,201,158,158,transmembrane protein 60
Rsbn1l,532,420,521,541,round spermatid basic protein 1-like
Ptpn12,1254,896,1650,2250,"protein tyrosine phosphatase, non-receptor type 12"
Gsap,25,68,64,97,gamma-secretase activating protein
Ccdc146,6,1,1,1,coiled-coil domain containing 146
Fgl2,48,13,41,27,fibrinogen-like protein 2
Fam185a,1322,946,1050,876,"family with sequence similarity 185, member A"
Fbxl13,5,24,4,6,F-box and leucine-rich repeat protein 13
Lrrc17,24,1491,11,35,leucine rich repeat containing 17
Armc10,715,634,755,753,armadillo repeat containing 10
Napepld,268,559,157,150,N-acyl phosphatidylethanolamine phospholipase D
Pmpcb,1869,1805,1965,1947,peptidase (mitochondrial processing) beta
Dnajc2,1895,1544,2870,3724,DnaJ heat shock protein family (Hsp40) member C2
Psmc2,3467,2467,3702,5124,"proteasome (prosome, macropain) 26S subunit, ATPase 2"
Slc26a5,0,0,0,0,"solute carrier family 26, member 5"
Reln,4,0,0,2,reelin
Orc5,527,527,657,727,"origin recognition complex, subunit 5"
Lhfpl3,1,3,0,0,lipoma HMGIC fusion partner-like 3
Spata31h2,0,0,0,0,SPATA31 subfamily H member 2
Kmt2e,1163,1783,864,1551,lysine (K)-specific methyltransferase 2E
Srpk2,1191,1514,1263,1369,serine/arginine-rich protein specific kinase 2
Gm42226,2,0,0,0,"predicted gene, 42226"
Pus7,2881,2076,2871,3816,pseudouridylate synthase 7
Rint1,797,981,886,744,RAD50 interactor 1
Tomm7,594,656,649,783,translocase of outer mitochondrial membrane 7
Hycc1,875,1331,1122,1580,hyccin PI4KA lipid kinase complex subunit 1
Klhl7,452,793,593,683,kelch-like 7
Nup42,195,304,376,392,nucleoporin 42
Kcnh2,26,94,25,48,"potassium voltage-gated channel, subfamily H (eag-related), member 2"
Nos3,3,5,0,2,"nitric oxide synthase 3, endothelial cell"
Atg9b,30,35,16,13,autophagy related 9B
Abcb8,628,829,524,334,"ATP-binding cassette, sub-family B member 8"
Cdk5,391,596,350,479,cyclin dependent kinase 5
Asic3,2,310,1,64,acid-sensing ion channel 3
Slc4a2,1336,2747,1675,2352,"solute carrier family 4 (anion exchanger), member 2"
Fastk,1093,1345,1309,1408,Fas-activated serine/threonine kinase
Tmub1,109,139,117,75,transmembrane and ubiquitin-like domain containing 1
Agap3,1790,1755,2162,2703,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
Gbx1,4,0,4,0,gastrulation brain homeobox 1
Asb10,1,0,2,0,ankyrin repeat and SOCS box-containing 10
Iqca1l,4,2,2,0,IQ motif containing with AAA domain 1 like
Abcf2,4272,3384,6172,6535,"ATP-binding cassette, sub-family F member 2"
Chpf2,678,847,557,1104,chondroitin polymerizing factor 2
Smarcd3,142,316,88,191,SWI/SNF related BAF chromatin remodeling complex subunit D3
Nub1,1090,1283,819,876,negative regulator of ubiquitin-like proteins 1
Wdr86,14,6,12,5,WD repeat domain 86
Crygn,1,1,0,0,"crystallin, gamma N"
Rheb,1867,1530,2493,2909,Ras homolog enriched in brain
Prkag2,443,382,359,508,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit"
Galntl5,0,0,0,0,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5
Galnt11,402,509,327,335,polypeptide N-acetylgalactosaminyltransferase 11
Kmt2c,959,1031,761,910,lysine (K)-specific methyltransferase 2C
Cct8l1,0,0,0,2,chaperonin containing TCP1 subunit 8-like 1
Xrcc2,300,455,386,428,X-ray repair complementing defective repair in Chinese hamster cells 2
Actr3b,113,159,94,36,ARP3 actin-related protein 3B
Gm21663,0,0,0,2,"predicted gene, 21663"
Speer4a3,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 4A3
Gm21680,0,0,0,1,"predicted gene, 21680"
Gm21698,0,0,0,2,"predicted gene, 21698"
Gm1979,0,0,0,0,predicted gene 1979
Gm5862,0,0,0,0,predicted gene 5862
Speer4a1,0,0,0,0,spermatogenesis associated glutamate (E)-rich protein 4A1
Gm7347,0,0,0,0,predicted gene 7347
Speer4a2,2,1,0,0,spermatogenesis associated glutamate (E)-rich protein 4A2
5031410I06Rik,0,0,0,2,RIKEN cDNA 5031410I06 gene
Gm10220,0,0,0,0,predicted gene 10220
Gm7361,0,0,0,0,predicted gene 7361
Dpp6,2,1,0,4,dipeptidylpeptidase 6
Speer4b,0,0,0,8,spermatogenesis associated glutamate (E)-rich protein 4B
Paxip1,1562,1577,2050,2615,PAX interacting (with transcription-activation domain) protein 1
Htr5a,0,0,0,0,5-hydroxytryptamine (serotonin) receptor 5A
Insig1,1614,2021,1008,2886,insulin induced gene 1
En2,0,17,2,9,engrailed 2
Cnpy1,0,0,0,0,canopy FGF signaling regulator 1
Rbm33,1807,1701,2195,2558,RNA binding motif protein 33
Shh,0,0,0,0,sonic hedgehog
Rnf32,10,31,9,29,ring finger protein 32
Lmbr1,125,362,258,232,limb region 1
Nom1,1248,1246,1716,1663,nucleolar protein with MIF4G domain 1
Mnx1,24,0,1,0,motor neuron and pancreas homeobox 1
Ube3c,2511,2572,3543,3584,ubiquitin protein ligase E3C
Dnajb6,2291,2126,2251,3002,DnaJ heat shock protein family (Hsp40) member B6
Il6,3,9,5,1,interleukin 6
Tyms,1081,1266,1570,2000,thymidylate synthase
Garem2,6,68,55,137,GRB2 associated regulator of MAPK1 subtype 2
Hadha,2285,3144,2224,2539,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
Hadhb,1921,1774,1678,1655,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
Adgrf3,0,0,0,0,adhesion G protein-coupled receptor F3
Gm54326,875,956,706,688,"predicted gene, 54326"
Selenoi,1913,1495,2633,2649,selenoprotein I
Drc1,19,2,0,4,dynein regulatory complex subunit 1
Otof,42,0,3,0,otoferlin
Cimip2c,0,0,2,0,ciliary microtubule inner protein 2C
Cib4,0,0,4,0,calcium and integrin binding family member 4
Kcnk3,48,12,36,11,"potassium channel, subfamily K, member 3"
Slc35f6,327,468,624,712,"solute carrier family 35, member F6"
Cenpa,2521,1713,2228,2463,centromere protein A
Dpysl5,49,8,9,5,dihydropyrimidinase-like 5
Mapre3,120,180,164,251,"microtubule-associated protein, RP/EB family, member 3"
Tmem214,1115,1391,1217,1240,transmembrane protein 214
Agbl5,242,291,195,289,ATP/GTP binding protein-like 5
Ost4,756,842,796,1059,oligosaccharyltransferase complex subunit 4 (non-catalytic)
Emilin1,4068,4260,892,3034,elastin microfibril interfacer 1
Khk,145,382,164,139,ketohexokinase
Cgref1,42,62,112,37,cell growth regulator with EF hand domain 1
Abhd1,4,0,0,0,abhydrolase domain containing 1
Preb,1500,1773,2233,1929,prolactin regulatory element binding
Tcf23,0,8,1,2,transcription factor 23
Slc5a6,579,374,503,613,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6"
Atraid,378,667,401,388,all-trans retinoic acid induced differentiation factor
Cad,6742,5520,11705,11967,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
Slc30a3,130,0,0,0,"solute carrier family 30 (zinc transporter), member 3"
Dnajc5g,3,0,0,0,DnaJ heat shock protein family (Hsp40) member C5 gamma
Trim54,1,0,0,0,tripartite motif-containing 54
Ucn,2,0,0,0,urocortin
Mpv17,457,705,835,829,MpV17 mitochondrial inner membrane protein
Gtf3c2,2735,2251,2678,2842,"general transcription factor IIIC, polypeptide 2, beta"
Eif2b4,855,850,1232,1155,"eukaryotic translation initiation factor 2B, subunit 4 delta"
Snx17,1319,1991,1625,1991,sorting nexin 17
Zfp513,263,362,350,410,zinc finger protein 513
Ppm1g,4878,3414,5470,6895,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
Nrbp1,1074,1445,1048,1503,nuclear receptor binding protein 1
Krtcap3,45,41,21,58,keratinocyte associated protein 3
Ift172,512,973,589,736,intraflagellar transport 172
Fndc4,57,747,623,726,fibronectin type III domain containing 4
Gckr,0,0,1,2,glucokinase regulatory protein
Gm19457,0,0,0,0,"predicted gene, 19457"
Gm40275,7,6,3,4,"predicted gene, 40275"
Gm36182,18,12,10,34,"predicted gene, 36182"
Zfp512,645,837,605,672,zinc finger protein 512
Ccdc121,0,0,2,4,coiled-coil domain containing 121
Gpn1,761,811,1205,1124,GPN-loop GTPase 1
Supt7l,348,517,373,423,"SPT7-like, STAGA complex gamma subunit"
Slc4a1ap,576,709,831,983,"solute carrier family 4 (anion exchanger), member 1, adaptor protein"
Mrpl33,550,845,1127,1032,mitochondrial ribosomal protein L33
Rbks,16,12,16,17,ribokinase
Babam2,592,905,593,825,BRISC and BRCA1 A complex member 2
Fosl2,995,4440,5045,5471,fos-like antigen 2
Plb1,223,6,60,34,phospholipase B1
Ppp1cb,6068,6064,5164,6654,protein phosphatase 1 catalytic subunit beta
Gm10461,15,16,5,11,predicted gene 10461
Yes1,685,740,1026,933,"YES proto-oncogene 1, Src family tyrosine kinase"
Pisd,752,623,820,854,phosphatidylserine decarboxylase
Prr14l,1325,1133,1107,1150,proline rich 14-like
Depdc5,809,1019,936,697,DEP domain containing 5
Ywhah,2975,3626,5192,5951,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"
Slc5a1,0,0,0,0,"solute carrier family 5 (sodium/glucose cotransporter), member 1"
Spon2,0,281,1,27,"spondin 2, extracellular matrix protein"
Ctbp1,4916,5525,6592,8110,C-terminal binding protein 1
Maea,2204,2311,2331,3068,macrophage erythroblast attacher
Uvssa,279,548,321,316,UV stimulated scaffold protein A
Nkx1-1,1,5,2,1,NK1 homeobox 1
Fam53a,713,696,741,978,"family with sequence similarity 53, member A"
Slbp,1605,1605,2142,2270,stem-loop binding protein
Tmem129,382,444,492,551,transmembrane protein 129
Tacc3,2281,2483,2714,2974,"transforming, acidic coiled-coil containing protein 3"
Fgfr3,391,4195,178,53,fibroblast growth factor receptor 3
Letm1,1172,1269,1659,1648,leucine zipper-EF-hand containing transmembrane protein 1
Nsd2,3075,3544,4230,5564,nuclear receptor binding SET domain protein 2
Nelfa,1181,963,1246,1323,"negative elongation factor complex member A, Whsc2"
Nicol1,6,95,48,94,NELL2 interacting cell ontogeny regulator 1
Nat8l,1,107,30,19,N-acetyltransferase 8-like
Poln,14,23,13,10,DNA polymerase N
Haus3,662,664,953,1051,"HAUS augmin-like complex, subunit 3"
Mxd4,1698,3726,786,977,Max dimerization protein 4
Zfyve28,27,11,6,3,"zinc finger, FYVE domain containing 28"
Cfap99,9,9,0,3,cilia and flagella associated protein 99
Gm5553,0,0,0,0,predicted gene 5553
A830049F12Rik,27,16,14,24,RIKEN cDNA A830049F12 gene
Rnf4,3375,2816,3966,4579,ring finger protein 4
Fam193a,686,907,805,985,"family with sequence homology 193, member A"
Tnip2,125,158,96,99,TNFAIP3 interacting protein 2
Sh3bp2,132,150,112,217,SH3-domain binding protein 2
Add1,2096,2987,2423,3430,adducin 1
Mfsd10,1101,1121,1489,1456,major facilitator superfamily domain containing 10
Nop14,1844,1766,2931,2937,NOP14 nucleolar protein
Grk4,21,31,14,27,G protein-coupled receptor kinase 4
Htt,2126,2122,2846,2135,huntingtin
Msantd1,16,15,21,37,Myb/SANT-like DNA-binding domain containing 1
Rgs12,267,651,268,462,regulator of G-protein signaling 12
Hgfac,0,0,0,0,hepatocyte growth factor activator
Dok7,30,11,24,0,docking protein 7
Lrpap1,1733,892,642,722,low density lipoprotein receptor-related protein associated protein 1
Adra2c,20,0,0,0,"adrenergic receptor, alpha 2c"
Hmx1,0,0,0,0,H6 homeobox 1
Cpz,1,2,10,4,carboxypeptidase Z
Trmt44,249,271,293,387,tRNA methyltransferase 44
Acox3,161,243,133,184,"acyl-Coenzyme A oxidase 3, pristanoyl"
Htra3,142,84,93,39,HtrA serine peptidase 3
Sh3tc1,10,1,9,1,SH3 domain and tetratricopeptide repeats 1
Ablim2,37,5,0,0,actin-binding LIM protein 2
Afap1,506,1019,200,1421,actin filament associated protein 1
Sorcs2,1316,82,81,70,sortilin-related VPS10 domain containing receptor 2
Psapl1,1,0,0,0,prosaposin-like 1
Grpel1,1219,1057,1582,1625,"GrpE-like 1, mitochondrial"
Tada2b,559,484,775,917,transcriptional adaptor 2B
Ccdc96,28,44,25,50,coiled-coil domain containing 96
Tbc1d14,1085,1348,1149,1218,"TBC1 domain family, member 14"
D5Ertd579e,1044,1166,1002,1219,"DNA segment, Chr 5, ERATO Doi 579, expressed"
Gm32584,0,1,3,0,"predicted gene, 32584"
Bloc1s4,270,241,343,353,"biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino"
Mrfap1,6964,7924,8293,9488,Morf4 family associated protein 1
Man2b2,640,852,356,741,"mannosidase 2, alpha B2"
Ppp2r2c,469,0,1,0,"protein phosphatase 2, regulatory subunit B, gamma"
Wfs1,190,279,506,475,wolframin ER transmembrane glycoprotein
Jakmip1,6,2,0,0,janus kinase and microtubule interacting protein 1
Gm1043,2,0,0,0,predicted gene 1043
Crmp1,1,14,15,134,collapsin response mediator protein 1
Evc,930,1530,639,1263,EvC ciliary complex subunit 1
Gm42935,1,0,0,3,predicted gene 42935
Evc2,1231,1625,1393,1907,EvC ciliary complex subunit 2
Gm15732,0,1,0,0,predicted gene 15732
Stk32b,0,1,1,5,serine/threonine kinase 32B
Cytl1,1,1,1,0,cytokine-like 1
Msx1,0,46,26,57,msh homeobox 1
Stx18,304,525,403,429,syntaxin 18
Nsg1,1,1256,123,2257,neuron specific gene family member 1
Zbtb49,143,178,149,174,zinc finger and BTB domain containing 49
Lyar,2516,1637,3380,4197,Ly1 antibody reactive clone
Tmem128,363,418,641,602,transmembrane protein 128
Otop1,1,0,3,3,otopetrin 1
Drd5,0,1,0,0,dopamine receptor D5
Slc2a9,6,9,10,17,"solute carrier family 2 (facilitated glucose transporter), member 9"
Wdr1,2986,4197,6037,10532,WD repeat domain 1
Zfp518b,467,734,576,1053,zinc finger protein 518B
Clnk,1,0,0,0,cytokine-dependent hematopoietic cell linker
Hs3st1,0,11,0,42,heparan sulfate (glucosamine) 3-O-sulfotransferase 1
Rab28,779,852,725,701,"RAB28, member RAS oncogene family"
Nkx3-2,0,20,0,0,NK3 homeobox 2
Bod1l,1269,1353,1385,1705,biorientation of chromosomes in cell division 1-like
Gm46911,507,1197,69,370,"predicted gene, 46911"
Cpeb2,10,197,94,163,cytoplasmic polyadenylation element binding protein 2
C1qtnf7,0,11,2,1,C1q and tumor necrosis factor related protein 7
Cc2d2a,183,616,150,556,coiled-coil and C2 domain containing 2A
Fbxl5,655,745,813,968,F-box and leucine-rich repeat protein 5
Bst1,11,0,1,0,bone marrow stromal cell antigen 1
Cd38,5,2,7,7,CD38 antigen
Fgfbp1,85,0,1,6,fibroblast growth factor binding protein 1
Prom1,3,7,4,0,prominin 1
Gm42427,8,56,13,20,predicted gene 42427
Tapt1,835,991,1143,960,transmembrane anterior posterior transformation 1
Ldb2,3,111,11,75,LIM domain binding 2
Qdpr,1530,1037,1476,1459,quinoid dihydropteridine reductase
Clrn2,0,0,0,0,clarin 2
Lap3,5934,3501,3557,5308,leucine aminopeptidase 3
Med28,738,814,1118,1191,mediator complex subunit 28
Fam184b,19,14,7,4,"family with sequence similarity 184, member B"
Ncapg,1676,1339,1983,2248,"non-SMC condensin I complex, subunit G"
Lcorl,349,233,182,246,ligand dependent nuclear receptor corepressor-like
Slit2,20,209,21,1482,slit guidance ligand 2
Pacrgl,149,216,210,224,PARK2 co-regulated-like
Kcnip4,27,14,4,17,Kv channel interacting protein 4
Adgra3,1367,1526,1864,2239,adhesion G protein-coupled receptor A3
Ppargc1a,18,81,3,10,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha"
Dhx15,5811,5107,8080,8570,DEAH-box helicase 15
Sod3,96,541,3,106,"superoxide dismutase 3, extracellular"
Ccdc149,1,11,45,19,coiled-coil domain containing 149
Lgi2,32,274,258,356,"leucine-rich repeat LGI family, member 2"
Sepsecs,317,340,427,393,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
Pi4k2b,979,776,769,1231,phosphatidylinositol 4-kinase type 2 beta
Zcchc4,366,364,412,382,"zinc finger, CCHC domain containing 4"
Anapc4,1538,1925,1856,2469,anaphase promoting complex subunit 4
Slc34a2,1,0,0,0,"solute carrier family 34 (sodium phosphate), member 2"
Sel1l3,33,1,1,0,sel-1 suppressor of lin-12-like 3 (C. elegans)
Smim20,324,217,321,144,small integral membrane protein 20
Rbpj,2826,2630,4110,8519,recombination signal binding protein for immunoglobulin kappa J region
Cckar,0,1,0,1,cholecystokinin A receptor
Tbc1d19,298,492,413,513,"TBC1 domain family, member 19"
Stim2,598,544,633,998,stromal interaction molecule 2
Pcdh7,328,1067,880,4167,protocadherin 7
G6pd2,1,1,4,7,glucose-6-phosphate dehydrogenase 2
Arap2,99,384,83,39,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
Dthd1,0,0,0,0,death domain containing 1
Nwd2,0,0,0,0,NACHT and WD repeat domain containing 2
Rell1,418,395,293,588,RELT-like 1
Pgm2,704,663,833,923,phosphoglucomutase 2
Tbc1d1,1287,918,1743,1577,"TBC1 domain family, member 1"
Klf3,1462,1366,1708,2131,Kruppel-like transcription factor 3 (basic)
Tlr1,21,17,0,3,toll-like receptor 1
Tlr6,32,135,7,17,toll-like receptor 6
Fam114a1,412,1689,90,579,"family with sequence similarity 114, member A1"
Tmem156,1,1,12,32,transmembrane protein 156
Klhl5,675,908,895,1235,kelch-like 5
Wdr19,337,537,178,342,WD repeat domain 19
Rfc1,3093,2979,3513,3592,replication factor C (activator 1) 1
Klb,1,1,2,8,klotho beta
Rpl9,11934,14210,16101,16190,ribosomal protein L9
Lias,630,609,872,874,lipoic acid synthetase
Ugdh,1113,1833,2529,4736,UDP-glucose dehydrogenase
Smim14,225,553,361,551,small integral membrane protein 14
Ube2k,2343,1992,2383,3067,ubiquitin-conjugating enzyme E2K
Pds5a,4178,4431,5570,6829,PDS5 cohesin associated factor A
N4bp2,399,1031,371,585,NEDD4 binding protein 2
Gm5296,11,14,5,13,predicted gene 5296
Rhoh,0,0,0,0,ras homolog family member H
Chrna9,4,0,0,0,"cholinergic receptor, nicotinic, alpha polypeptide 9"
Rbm47,19,4,29,72,RNA binding motif protein 47
Nsun7,9,22,2,30,"NOL1/NOP2/Sun domain family, member 7"
Apbb2,595,638,401,1249,amyloid beta precursor protein binding family B member 2
Uchl1,566,177,407,296,ubiquitin carboxy-terminal hydrolase L1
Limch1,647,243,63,34,LIM and calponin homology domains 1
Phox2b,2,0,0,0,paired-like homeobox 2b
Tmem33,1698,1502,1881,2274,transmembrane protein 33
Slc30a9,982,1042,1208,1250,"solute carrier family 30 (zinc transporter), member 9"
Bend4,5,57,178,23,BEN domain containing 4
Shisa3,1,6,1,2,shisa family member 3
Atp8a1,40,220,452,15,ATPase phospholipid transporting 8A1
Gm5108,0,0,0,0,predicted gene 5108
Grxcr1,2,0,0,0,"glutaredoxin, cysteine rich 1"
Kctd8,0,0,0,0,potassium channel tetramerisation domain containing 8
Yipf7,0,0,0,0,"Yip1 domain family, member 7"
Guf1,594,717,709,863,"GUF1 homolog, GTPase"
Gnpda2,265,350,283,331,glucosamine-6-phosphate deaminase 2
Gabrg1,0,0,1,0,gamma-aminobutyric acid type A receptor subunit gamma 1
Gabra2,1,0,0,0,gamma-aminobutyric acid type A receptor subunit alpha 2
