X,BC07_tumor,BC08_tumor,BC09_tumor,BC10_tumor,GENENAME
Tamm41,638,365,581,352,TAM41 mitochondrial translocator assembly and maintenance homolog
Syn2,0,18,2,0,synapsin II
Timp4,0,0,0,0,tissue inhibitor of metalloproteinase 4
Pparg,6,42,13,5,peroxisome proliferator activated receptor gamma
Tsen2,486,264,518,335,tRNA splicing endonuclease subunit 2
Mkrn2os,6,0,1,4,"makorin, ring finger protein 2, opposite strand"
Mkrn2,556,425,653,421,"makorin, ring finger protein, 2"
Raf1,952,1086,1078,815,v-raf-leukemia viral oncogene 1
Tmem40,1,6,3,1,transmembrane protein 40
Gm44180,1,1,0,0,"predicted gene, 44180"
Cand2,97,433,344,449,cullin associated and neddylation dissociated 2 (putative)
Rpl32,10203,8261,15366,10191,ribosomal protein L32
Efcab12,9,8,13,10,EF-hand calcium binding domain 12
Mbd4,301,153,244,170,methyl-CpG binding domain protein 4
Ift122,440,377,532,351,intraflagellar transport 122
Rho,1,1,6,4,rhodopsin
H1f8,0,0,0,0,H1.8 linker histone
Plxnd1,864,2207,435,863,plexin D1
Tmcc1,296,461,381,304,transmembrane and coiled coil domains 1
Washc2,1351,1467,1889,1884,WASH complex subunit 2
Zfand4,61,54,176,42,"zinc finger, AN1-type domain 4"
Marchf8,810,1239,1763,1192,membrane associated ring-CH-type finger 8
Alox5,5,13,1,5,arachidonate 5-lipoxygenase
Or13a1,0,0,0,0,olfactory receptor family 13 subfamily A member 1
Or6d12,0,2,0,0,olfactory receptor family 6 subfamily D member 12
Or6d13,0,0,0,0,olfactory receptor family 6 subfamily D member 13
Or6d14,0,0,0,0,olfactory receptor family 6 subfamily D member 14
Or6d15,0,0,0,0,olfactory receptor family 6 subfamily D member 15
Zfp422,754,453,913,552,zinc finger protein 422
Rassf4,140,30,38,36,Ras association (RalGDS/AF-6) domain family member 4
Depp1,5,19,0,0,DEPP1 autophagy regulator
Tmem72,0,0,0,0,transmembrane protein 72
Cxcl12,211,5239,9232,5965,C-X-C motif chemokine ligand 12
Gemin6-ps,0,2,1,0,"gem nuclear organelle associated protein 6, pseudogene"
Zfp637,291,438,498,354,zinc finger protein 637
Zfp239,439,126,496,208,zinc finger protein 239
Hnrnpf,10621,8979,13475,9619,heterogeneous nuclear ribonucleoprotein F
4933440N22Rik,27,17,15,12,RIKEN cDNA 4933440N22 gene
Fxyd4,0,2,4,5,FXYD domain-containing ion transport regulator 4
Rasgef1a,0,4,7,4,"RasGEF domain family, member 1A"
Csgalnact2,315,680,484,567,chondroitin sulfate N-acetylgalactosaminyltransferase 2
Ret,11,55,9,19,ret proto-oncogene
Bms1,2073,1964,2446,2127,"BMS1, ribosome biogenesis factor"
Zfp248,132,91,134,134,zinc finger protein 248
Zfp9,380,570,471,551,zinc finger protein 9
Ankrd26,473,444,484,417,ankyrin repeat domain 26
Cacna1c,780,1153,892,968,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
Dcp1b,60,79,201,78,decapping mRNA 1B
Cacna2d4,0,0,3,0,"calcium channel, voltage-dependent, alpha 2/delta subunit 4"
Lrtm2,0,7,2,0,leucine-rich repeats and transmembrane domains 2
Adipor2,1614,1605,2123,1480,adiponectin receptor 2
Wnt5b,596,100,68,100,"wingless-type MMTV integration site family, member 5B"
Fbxl14,850,865,1021,863,F-box and leucine-rich repeat protein 14
Gm52875,0,0,0,0,"predicted gene, 52875"
Erc1,630,1567,1005,1178,ELKS/RAB6-interacting/CAST family member 1
Rad52,209,144,342,207,"RAD52 homolog, DNA repair protein"
Wnk1,3852,6304,3811,4670,WNK lysine deficient protein kinase 1
Ninj2,1,2,0,2,ninjurin 2
B4galnt3,25,3,3,1,"beta-1,4-N-acetyl-galactosaminyl transferase 3"
Ccdc77,417,178,419,289,coiled-coil domain containing 77
Kdm5a,1458,1075,1868,1114,lysine demethylase 5A
Il17ra,480,1135,1109,466,interleukin 17 receptor A
Tmem121b,1,1,1,0,transmembrane protein 121B
Hdhd5,254,201,477,164,haloacid dehalogenase like hydrolase domain containing 5
Cecr2,318,29,226,3,"CECR2, histone acetyl-lysine reader"
Slc25a18,9,4,2,0,"solute carrier family 25 (mitochondrial carrier), member 18"
Atp6v1e1,1216,1541,1339,1162,"ATPase, H+ transporting, lysosomal V1 subunit E1"
Bcl2l13,1594,1242,2267,1388,BCL2 like 13
Bid,981,357,502,574,BH3 interacting domain death agonist
Mical3,1480,1555,1494,577,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
Gm57772,2,0,0,0,"predicted gene, 57772"
Pex26,294,282,779,198,peroxisomal biogenesis factor 26
Tuba8,47,151,78,37,"tubulin, alpha 8"
Usp18,753,27,91,65,ubiquitin specific peptidase 18
Slc6a13,4,0,0,0,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
Slc6a12,6,49,2,10,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"
Iqsec3,7,2,0,0,IQ motif and Sec7 domain 3
A2m,3,15,17,6,alpha-2-macroglobulin
Mug1,0,0,0,0,murinoglobulin 1
Gm44173,0,0,0,0,"predicted gene, 44173"
Mug2,0,0,0,0,murinoglobulin 2
Gm46974,0,0,0,0,"predicted gene, 46974"
Klrg1,0,0,0,0,"killer cell lectin-like receptor subfamily G, member 1"
M6pr,2752,4694,3539,2792,"mannose-6-phosphate receptor, cation dependent"
Phc1,757,536,1007,801,polyhomeotic 1
Rimklb,3,2,47,1,ribosomal modification protein rimK-like family member B
Mfap5,29,2792,530,517,microfibrillar associated protein 5
Aicda,3,8,95,34,activation-induced cytidine deaminase
Apobec1,118,95,465,117,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"
Gdf3,3,0,1,4,growth differentiation factor 3
Dppa3,0,0,0,0,developmental pluripotency-associated 3
Gm10420,188,129,182,267,predicted gene 10420
Gm10224,40,33,45,62,predicted pseudogene 10224
Nanog,3,2,3,9,Nanog homeobox
Slc2a3,806,167,693,533,"solute carrier family 2 (facilitated glucose transporter), member 3"
Foxj2,452,654,515,462,forkhead box J2
C3ar1,27,43,9,40,complement component 3a receptor 1
Necap1,908,739,1173,834,NECAP endocytosis associated 1
Gm5316,0,0,0,0,predicted gene 5316
Clec4a1,9,7,0,5,"C-type lectin domain family 4, member a1"
Clec4a3,0,1,0,0,"C-type lectin domain family 4, member a3"
Clec4a4,0,1,1,0,"C-type lectin domain family 4, member a4"
Clec4b1,0,2,0,0,"C-type lectin domain family 4, member b1"
Clec4a2,9,16,0,3,"C-type lectin domain family 4, member a2"
Clec4b2,0,0,0,0,"C-type lectin domain family 4, member b2"
Clec4n,40,102,22,112,"C-type lectin domain family 4, member n"
Clec4d,13,110,6,32,"C-type lectin domain family 4, member d"
Clec4e,7,9,0,16,"C-type lectin domain family 4, member e"
Vmn2r19,0,0,0,0,"vomeronasal 2, receptor 19"
Vmn2r20,0,0,0,0,"vomeronasal 2, receptor 20"
Vmn2r21,0,0,0,0,"vomeronasal 2, receptor 21"
Vmn2r22,0,0,0,0,"vomeronasal 2, receptor 22"
Vmn2r23,0,0,0,0,"vomeronasal 2, receptor 23"
Vmn2r24,0,0,0,0,"vomeronasal 2, receptor 24"
Vmn2r25,0,0,0,0,"vomeronasal 2, receptor 25"
Vmn2r26,0,0,0,0,"vomeronasal 2, receptor 26"
Vmn2r27,0,0,0,0,"vomeronasal 2, receptor27"
Cd163,21,0,12,3,CD163 antigen
Pex5,1531,1230,1513,1344,peroxisomal biogenesis factor 5
Clstn3,427,29,29,20,calsyntenin 3
C1rl,142,171,142,204,"complement component 1, r subcomponent-like"
C1ra,3527,916,795,1289,"complement component 1, r subcomponent A"
C1s1,1513,2189,986,1950,"complement component 1, s subcomponent 1"
C1rb,705,224,173,266,"complement component 1, r subcomponent B"
C1s2,22,4,1,5,"complement component 1, s subcomponent 2"
Lpcat3,1003,1195,1372,1352,lysophosphatidylcholine acyltransferase 3
Emg1,2056,1267,2290,1654,EMG1 N1-specific pseudouridine methyltransferase
Phb2,6069,4366,7265,4898,prohibitin 2
Ptpn6,366,39,77,21,"protein tyrosine phosphatase, non-receptor type 6"
Grcc10,637,574,1119,606,"gene rich cluster, C10 gene"
Atn1,2827,4372,2559,3291,atrophin 1
Eno2,97,247,247,184,"enolase 2, gamma neuronal"
Lrrc23,1,1,3,1,leucine rich repeat containing 23
Spsb2,91,192,216,148,splA/ryanodine receptor domain and SOCS box containing 2
Tpi1,6461,8845,12372,16888,triosephosphate isomerase 1
Usp5,3059,3293,2630,3347,ubiquitin specific peptidase 5 (isopeptidase T)
Cdca3,1285,1040,1458,1319,cell division cycle associated 3
Gnb3,2,2,1,1,"guanine nucleotide binding protein (G protein), beta 3"
P3h3,923,1894,1275,1618,prolyl 3-hydroxylase 3
Gpr162,69,31,47,66,G protein-coupled receptor 162
Cd4,42,0,1,1,CD4 antigen
Lag3,27,9,7,34,lymphocyte-activation gene 3
Ptms,7217,9418,6302,6720,parathymosin
Mlf2,5575,5989,6501,6477,myeloid leukemia factor 2
Cops7a,2481,1854,2501,2003,COP9 signalosome subunit 7A
Pianp,5,10,101,19,PILR alpha associated neural protein
Zfp384,1153,948,1094,941,zinc finger protein 384
Ing4,750,423,635,465,"inhibitor of growth family, member 4"
Acrbp,68,16,42,19,proacrosin binding protein
Lpar5,7,2,2,9,lysophosphatidic acid receptor 5
Chd4,8380,7749,8347,7740,chromodomain helicase DNA binding protein 4
Nop2,3563,2458,3182,2892,NOP2 nucleolar protein
Iffo1,195,308,241,225,intermediate filament family orphan 1
Gapdh,38901,58559,58533,72567,glyceraldehyde-3-phosphate dehydrogenase
Ncapd2,5842,3400,5152,4459,"non-SMC condensin I complex, subunit D2"
Mrpl51,967,819,882,643,mitochondrial ribosomal protein L51
Vamp1,73,33,26,12,vesicle-associated membrane protein 1
Tapbpl,386,153,91,123,TAP binding protein-like
Cd27,261,0,1,1,CD27 antigen
Tuba3a,1,2,0,0,"tubulin, alpha 3A"
Ltbr,950,2123,1320,1425,lymphotoxin B receptor
Scnn1a,25,21,17,27,"sodium channel, nonvoltage-gated 1 alpha"
Tnfrsf1a,1530,3447,2484,2606,"tumor necrosis factor receptor superfamily, member 1a"
Plekhg6,29,32,18,15,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6"
Cd9,7930,3325,2579,2022,CD9 antigen
Vwf,74,330,84,20,Von Willebrand factor
Ano2,3,0,0,0,anoctamin 2
Ntf3,6,0,5,1,neurotrophin 3
Kcna5,0,1,3,0,"potassium voltage-gated channel, shaker-related subfamily, member 5"
Kcna1,64,15,7,2,"potassium voltage-gated channel, shaker-related subfamily, member 1"
Kcna6,1,29,247,0,"potassium voltage-gated channel, shaker-related, subfamily, member 6"
Ndufa9,1481,1268,1757,1415,NADH:ubiquinone oxidoreductase subunit A9
Akap3,0,1,0,0,A kinase anchor protein 3
Dyrk4,0,0,0,0,dual-specificity tyrosine phosphorylation regulated kinase 4
Rad51ap1,585,353,654,527,RAD51 associated protein 1
D6Wsu163e,255,295,269,268,"DNA segment, Chr 6, Wayne State University 163, expressed"
Fgf6,0,0,0,0,fibroblast growth factor 6
Fgf23,1,0,2,1,fibroblast growth factor 23
Tigar,555,422,729,449,Trp53 induced glycolysis regulatory phosphatase
Ccnd2,1547,5596,6504,6428,cyclin D2
Parp11,370,140,184,200,"poly (ADP-ribose) polymerase family, member 11"
Cracr2a,187,17,30,20,calcium release activated channel regulator 2A
Prmt8,4,0,0,0,protein arginine N-methyltransferase 8
Tspan11,940,75,98,145,tetraspanin 11
Tspan9,3116,2511,1154,1739,tetraspanin 9
Tead4,227,194,136,61,TEA domain family member 4
Tulp3,2112,1669,1981,1689,TUB like protein 3
Rhno1,679,601,784,635,RAD9-HUS1-RAD1 interacting nuclear orphan 1
Foxm1,1508,2163,1871,2045,forkhead box M1
Tex52,2,1,2,1,testis expressed 52
Nrip2,51,13,48,36,nuclear receptor interacting protein 2
Itfg2,452,296,515,336,integrin alpha FG-GAP repeat containing 2
Fkbp4,5953,3899,8650,6386,FK506 binding protein 4
Pzp,13,1,1,1,"PZP, alpha-2-macroglobulin like"
A2ml1,5,0,0,1,alpha-2-macroglobulin like 1
Klrb1a,0,0,0,0,killer cell lectin-like receptor subfamily B member 1A
Clec2h,0,0,0,0,"C-type lectin domain family 2, member h"
Klrb1,0,0,0,0,killer cell lectin-like receptor subfamily B member 1
Klrb1c,0,0,4,0,killer cell lectin-like receptor subfamily B member 1C
Klrb1b,0,0,0,0,killer cell lectin-like receptor subfamily B member 1B
BC035044,0,0,0,0,cDNA sequence BC035044
Clec2i,0,0,0,0,"C-type lectin domain family 2, member i"
Clec2g,0,0,0,0,"C-type lectin domain family 2, member g"
Clec2f,1,26,6,1,"C-type lectin domain family 2, member f"
Klrb1f,0,3,0,0,killer cell lectin-like receptor subfamily B member 1F
Clec2e,0,11,12,0,"C-type lectin domain family 2, member e"
Clec2d,17,267,258,175,"C-type lectin domain family 2, member d"
Cd69,0,0,0,0,CD69 antigen
Clec2m,0,0,0,0,"C-type lectin domain family 2, member m"
Clec12a,12,10,0,5,"C-type lectin domain family 12, member a"
Clec12b,1,0,0,0,"C-type lectin domain family 12, member B"
Clec1b,1,0,0,2,"C-type lectin domain family 1, member b"
Clec9a,7,0,1,3,"C-type lectin domain family 9, member a"
Clec1a,21,8,5,6,"C-type lectin domain family 1, member a"
Clec7a,5,26,11,64,"C-type lectin domain family 7, member a"
Olr1,0,114,63,48,oxidized low density lipoprotein (lectin-like) receptor 1
Tmem52b,0,1,2,2,transmembrane protein 52B
Gabarapl1,1794,1147,2175,1179,GABA type A receptor associated protein like 1
Klre1,0,0,0,0,killer cell lectin-like receptor family E member 1
Klrd1,2,0,0,0,"killer cell lectin-like receptor, subfamily D, member 1"
Klrk1,5,0,0,0,"killer cell lectin-like receptor subfamily K, member 1"
Klrc3,0,0,0,0,"killer cell lectin-like receptor subfamily C, member 3"
Klrc2,0,0,0,0,"killer cell lectin-like receptor subfamily C, member 2"
Klrc1,5,0,0,0,"killer cell lectin-like receptor subfamily C, member 1"
Klri1,0,0,0,0,killer cell lectin-like receptor family I member 1
Klri2,0,0,0,0,killer cell lectin-like receptor family I member 2
Klrh1,2,0,0,0,"killer cell lectin-like receptor subfamily H, member 1"
Klra17,0,2,0,0,"killer cell lectin-like receptor, subfamily A, member 17"
Klra5,0,0,0,0,"killer cell lectin-like receptor, subfamily A, member 5"
Klra6,0,0,0,2,"killer cell lectin-like receptor, subfamily A, member 6"
Klra4,0,18,4,45,"killer cell lectin-like receptor, subfamily A, member 4"
Klra8,0,0,0,0,"killer cell lectin-like receptor, subfamily A, member 8"
Klra9,0,0,0,0,"killer cell lectin-like receptor subfamily A, member 9"
Klra7,0,0,0,0,"killer cell lectin-like receptor, subfamily A, member 7"
Klra10,0,0,0,0,"killer cell lectin-like receptor subfamily A, member 10"
Klra3,0,0,0,0,"killer cell lectin-like receptor, subfamily A, member 3"
Klra1,0,0,0,0,"killer cell lectin-like receptor, subfamily A, member 1"
Gm6590,0,0,0,0,predicted gene 6590
Gm53051,0,0,0,0,"predicted gene, 53051"
Gm6600,0,0,0,0,predicted gene 6600
Gm53286,0,0,0,0,"predicted gene, 53286"
Gm44988,0,0,0,0,predicted gene 44988
Gm57774,0,0,0,0,"predicted gene, 57774"
Gm44134,0,0,0,0,"predicted gene, 44134"
Gm44150,0,0,0,0,"predicted gene, 44150"
Gm57778,0,0,0,0,"predicted gene, 57778"
Gm57775,0,0,0,0,"predicted gene, 57775"
Klra2,1,4,5,13,"killer cell lectin-like receptor, subfamily A, member 2"
Magohb,300,247,288,310,"mago homolog B, exon junction complex core component"
Styk1,8,150,20,78,serine/threonine/tyrosine kinase 1
Ybx3,8813,9312,12437,12945,Y box protein 3
Gm6619,0,0,0,0,predicted gene 6619
5430401F13Rik,0,0,0,0,RIKEN cDNA 5430401F13 gene
Tas2r130,0,0,0,0,"taste receptor, type 2, member 130"
Tas2r107,0,0,0,0,"taste receptor, type 2, member 107"
Tas2r106,0,0,0,0,"taste receptor, type 2, member 106"
Tas2r104,0,0,0,0,"taste receptor, type 2, member 104"
Tas2r105,0,0,0,0,"taste receptor, type 2, member 105"
Tas2r114,0,0,0,0,"taste receptor, type 2, member 114"
Gm4736,0,0,0,0,predicted gene 4736
Prb1a,0,0,2,0,proline-rich protein BstNI subfamily 1A
Prb1b,0,0,0,0,proline-rich protein BstNI subfamily 1B
Prb1c,0,0,0,0,proline-rich protein BstNI subfamily 1C
Gm5154,0,0,0,0,predicted gene 5154
Prh1,0,0,0,0,proline rich protein HaeIII subfamily 1
Prp2,0,0,0,0,proline rich protein 2
A630073D07Rik,0,0,0,0,RIKEN cDNA A630073D07 gene
Tas2r120,0,0,0,0,"taste receptor, type 2, member 120"
Tas2r121,0,0,0,0,"taste receptor, type 2, member 121"
Tas2r122,0,0,0,0,"taste receptor, type 2, member 122"
Tas2r115,0,0,0,0,"taste receptor, type 2, member 115"
Tas2r124,0,0,0,0,"taste receptor, type 2, member 124"
Tas2r102,0,0,0,0,"taste receptor, type 2, member 102"
Tas2r136,0,0,0,0,"taste receptor, type 2, member 136"
Tas2r117,0,0,0,0,"taste receptor, type 2, member 117"
Tas2r123,0,0,0,0,"taste receptor, type 2, member 123"
Tas2r116,0,0,0,0,"taste receptor, type 2, member 116"
Tas2r110,0,0,0,0,"taste receptor, type 2, member 110"
Tas2r113,0,0,0,0,"taste receptor, type 2, member 113"
Tas2r125,0,0,0,0,"taste receptor, type 2, member 125"
Tas2r129,0,0,0,0,"taste receptor, type 2, member 129"
Tas2r131,0,0,0,0,"taste receptor, type 2, member 131"
Tas2r109,0,0,0,0,"taste receptor, type 2, member 109"
Tas2r103,0,0,0,0,"taste receptor, type 2, member 103"
Tas2r140,0,0,0,0,"taste receptor, type 2, member 140"
Smim10l1,1041,948,908,814,small integral membrane protein 10 like 1
5530400C23Rik,0,0,0,0,RIKEN cDNA 5530400C23 gene
Gm5885,0,0,0,0,predicted gene 5885
Gm5886,0,0,0,0,predicted gene 5886
Kap,0,0,0,0,kidney androgen regulated protein
Etv6,1443,1500,1453,1173,ets variant 6
Bcl2l14,0,7,3,1,BCL2 like 14
Lrp6,1835,3290,3014,2345,low density lipoprotein receptor-related protein 6
Mansc1,16,54,17,17,MANSC domain containing 1
Borcs5,118,98,174,89,BLOC-1 related complex subunit 5
Dusp16,546,514,771,555,dual specificity phosphatase 16
Crebl2,162,131,130,90,cAMP responsive element binding protein-like 2
Gpr19,103,61,113,78,G protein-coupled receptor 19
Cdkn1b,756,817,1258,1136,cyclin dependent kinase inhibitor 1B
Apold1,15,134,163,63,apolipoprotein L domain containing 1
Ddx47,1662,1054,1492,1276,DEAD box helicase 47
Gprc5a,80,233,248,133,"G protein-coupled receptor, family C, group 5, member A"
Gprc5d,0,2,2,0,"G protein-coupled receptor, family C, group 5, member D"
Hebp1,57,198,125,100,heme binding protein 1
Fam234b,316,273,324,245,"family with sequence similarity 234, member B"
Gsg1,1,0,1,2,germ cell associated 1
Pbp2,0,7,0,2,phosphatidylethanolamine binding protein 2
Emp1,1562,6558,2680,3342,epithelial membrane protein 1
Grin2b,0,7,1,0,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)"
Eif4a3l1,5,2,2,4,eukaryotic translation initiation factor 4A3 like 1
Ube2q2l,0,0,0,0,ubiquitin conjugating enzyme E2 Q2 like
Atf7ip,1651,1585,1960,1661,activating transcription factor 7 interacting protein
Plbd1,27,4,4,2,phospholipase B domain containing 1
Gucy2c,3,0,0,1,guanylate cyclase 2c
H4c16,1,2,0,2,H4 histone 16
H2aj,1617,1116,1541,1076,H2J.A histone
Wbp11,2809,2218,3074,2500,WW domain binding protein 11
BC049715,0,2,2,10,cDNA sequence BC049715
Smco3,4,1,0,5,single-pass membrane protein with coiled-coil domains 3
Art4,0,0,15,3,ADP-ribosyltransferase 4
Mgp,2253,3129,5098,709,matrix Gla protein
Erp27,39,2,10,15,endoplasmic reticulum protein 27
Arhgdib,395,281,1459,1259,"Rho, GDP dissociation inhibitor beta"
Pde6h,2,6,0,5,"phosphodiesterase 6H, cGMP-specific, cone, gamma"
Rerg,103,483,1854,87,"RAS-like, estrogen-regulated, growth-inhibitor"
Ptpro,1,5,0,4,protein tyrosine phosphatase receptor type O
Eps8,150,794,2625,2231,epidermal growth factor receptor pathway substrate 8
Strap,4970,4516,6763,5483,serine/threonine kinase receptor associated protein
Dera,423,447,565,428,deoxyribose-phosphate aldolase
Slc15a5,3,0,0,0,"solute carrier family 15, member 5"
Mgst1,794,505,588,522,microsomal glutathione S-transferase 1
Lmo3,6,0,3,0,LIM domain only 3
Igbp1b,0,0,0,0,immunoglobulin (CD79A) binding protein 1b
Rergl,0,0,0,0,RERG/RAS-like
Pik3c2g,0,0,0,0,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
Plcz1,0,0,1,0,"phospholipase C, zeta 1"
Capza3,0,0,0,0,capping actin protein of muscle Z-line subunit alpha 3
Plekha5,479,661,1171,714,"pleckstrin homology domain containing, family A member 5"
Aebp2,1773,2026,2631,1782,AE binding protein 2
Pde3a,53,983,372,608,"phosphodiesterase 3A, cGMP inhibited"
Slco1c1,0,4,0,2,"solute carrier organic anion transporter family, member 1c1"
Slco1b2,0,0,0,0,"solute carrier organic anion transporter family, member 1b2"
Slco1a7,0,0,0,0,"solute carrier organic anion transporter family, member 1a7"
Slco1a4,0,0,0,0,"solute carrier organic anion transporter family, member 1a4"
Slco1a1,0,0,0,0,"solute carrier organic anion transporter family, member 1a1"
Slco1a8,0,0,0,0,"solute carrier organic anion transporter family, member 1a8"
Slco1a6,0,0,0,3,"solute carrier organic anion transporter family, member 1a6"
Slco1a5,1,26,1,13,"solute carrier organic anion transporter family, member 1a5"
Iapp,0,0,0,0,islet amyloid polypeptide
Pyroxd1,48,80,106,84,pyridine nucleotide-disulphide oxidoreductase domain 1
Recql,815,556,656,516,RecQ protein-like
Golt1b,1074,1640,1507,1227,golgi transport 1B
Spx,18,9,7,21,spexin hormone
Gys2,0,0,0,0,glycogen synthase 2
Ldhb,596,408,2038,453,lactate dehydrogenase B
Kcnj8,124,284,82,68,"potassium inwardly-rectifying channel, subfamily J, member 8"
Abcc9,35,582,206,50,"ATP-binding cassette, sub-family C member 9"
Cmas,645,621,861,523,cytidine monophospho-N-acetylneuraminic acid synthetase
Sult6b2,0,0,4,0,"sulfotransferase family 6B, member 2"
St8sia1,1,3,3,7,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
C2cd5,255,283,458,300,C2 calcium-dependent domain containing 5
Etnk1,1694,1471,1752,1593,ethanolamine kinase 1
Sox5,37,145,620,58,SRY (sex determining region Y)-box 5
Bcat1,1146,2766,4184,3302,"branched chain aminotransferase 1, cytosolic"
Irag2,7,5,1,7,"inositol 1,4,5-triphosphate receptor associated 2"
Dnai7,6,10,9,10,dynein axonemal intermediate chain 7
Etfrf1,195,227,284,174,electron transfer flavoprotein regulatory factor 1
Kras,1227,1768,1652,1695,Kirsten rat sarcoma viral oncogene homolog
Lmntd1,0,0,6,0,lamin tail domain containing 1
Tuba3b,3,0,0,1,"tubulin, alpha 3B"
Rassf8,442,1324,1325,817,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8
Bhlhe41,1599,81,249,98,"basic helix-loop-helix family, member e41"
Sspn,199,366,424,285,sarcospan
